MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
30,RM,4.110873864173311,8.752265313595721,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1927,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520,520,GasA,Fa,N,SBrkr,6.255750041753367,0,No Feature,6.255750041753367,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Fa,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1920.0,Unf,1,240,Fa,TA,Y,3.912023005428146,0.0,4.477336814478207,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2008,WD,Normal,11.134603622683905
70,C (all),3.9318256327243257,9.04793908261736,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,"(0.999, 5.0]","(0.999, 5.0]",1920,1950,Gambrel,CompShg,BrkFace,BrkFace,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649,649,GasA,TA,N,SBrkr,6.476972362889683,668,No Feature,7.183870715062453,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1920.0,Unf,1,250,TA,Fa,N,0.0,4.007333185232471,5.153291594497779,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,7,2008,WD,Normal,10.596659732783579
20,RL,4.239886867512759,9.053101595549691,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1966,2006,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1228,1228,GasA,Gd,Y,SBrkr,7.113956109566034,0,No Feature,7.113956109566034,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1966.0,Unf,1,271,TA,TA,Y,0.0,4.189654742026425,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,6,2008,WD,Normal,11.914054519303125
20,RL,4.454347296253507,9.3101857069459,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1234,1234,GasA,Ex,Y,SBrkr,7.118826249062078,0,No Feature,7.118826249062078,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2007.0,RFn,2,484,TA,TA,Y,0.0,3.4339872044851463,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,1,2008,WD,Normal,12.100161978566867
20,RL,4.2626798770413155,9.26416545867109,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1959,1959,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.926577033222725,Unf,0.0,380,1398,GasA,Gd,Y,SBrkr,7.438971592395862,0,No Feature,7.438971592395862,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1959.0,RFn,2,447,TA,TA,Y,0.0,3.6635616461296463,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,4,2010,WD,Normal,12.016732516077072
120,RL,4.110873864173311,8.897545598709327,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,"(7.0, 10.0]","(0.999, 5.0]",2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.5093883366279774,Ex,TA,PConc,Ex,TA,No,GLQ,7.050989447068045,Unf,0.0,408,1561,GasA,Ex,Y,SBrkr,7.3537223303996315,0,No Feature,7.3537223303996315,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Ex,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2005.0,Fin,2,556,TA,TA,Y,5.318119993844216,3.871201010907891,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2007,WD,Normal,12.533579815765737
60,RL,4.6913478822291435,9.504426892100957,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,4.890349128221754,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1117,1117,GasA,Ex,Y,SBrkr,7.0326242610280065,1320,No Feature,7.8050670442584895,"(-0.001, 1.0]","(-0.001, 2.0]","(2.0, 3.0]","(-0.001, 1.0]","(3.0, 8.0]","(-0.001, 1.0]",Gd,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Y,4.736198448394496,3.4965075614664802,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,9,2006,WD,Normal,12.6410997921206
20,RL,4.727387818712341,9.292841593487926,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(0.999, 5.0]",1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1097,1097,GasA,Ex,Y,SBrkr,7.001245622069476,0,No Feature,7.001245622069476,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1995.0,Unf,2,672,TA,TA,Y,5.973809611869261,4.174387269895637,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2009,WD,Normal,11.884495917930655
20,RL,4.31748811353631,9.051696278536586,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,6.478509642208569,TA,TA,CBlock,TA,TA,No,Rec,7.101675971619444,Unf,0.0,84,1297,GasA,Gd,Y,SBrkr,7.168579897264035,0,No Feature,7.168579897264035,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1954.0,Fin,2,498,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,10,2009,WD,Normal,11.938199736300925
20,RL,4.23410650459726,8.977525200965243,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1953,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,6.595780513961311,Unf,0.0,326,1057,GasA,TA,Y,SBrkr,6.964135612418245,0,No Feature,6.964135612418245,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1953.0,Unf,1,246,TA,TA,Y,0.0,3.970291913552122,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,1,2010,WD,Abnorml,11.599112335481124
90,RL,4.189654742026425,8.706324840138741,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,"(0.999, 5.0]","(0.999, 5.0]",1955,1955,Gable,CompShg,AsbShng,Plywood,,0.0,TA,TA,PConc,NoBasement,NoBasement,NoBasement,NoBasement,0.0,NoBasement,0.0,0,0,GasA,TA,N,FuseP,7.050122520269059,0,No Feature,7.050122520269059,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 3.0]",Fa,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2008,WD,AdjLand,11.314486721293981
20,RL,4.442651256490317,9.066354521447801,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(0.999, 5.0]",1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.624972813284271,TA,TA,CBlock,TA,TA,No,Rec,6.467698726104354,Unf,0.0,445,1088,GasA,Ex,Y,SBrkr,7.1891677384203225,0,No Feature,7.1891677384203225,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",TA,Attchd,1965.0,RFn,2,440,TA,TA,Y,0.0,4.9344739331306915,0.0,No Feature,0.0,No Feature,NoPool,GdWo,NoFeature,No Feature,12,2006,WD,Abnorml,11.982935344196433
20,RL,4.7535901911063645,9.735423867488873,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1959,1959,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,6.875232087276577,Unf,0.0,383,1350,GasA,Gd,Y,SBrkr,7.192182058713246,0,No Feature,7.192182058713246,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(1.0, 3.0]",Gd,Attchd,1959.0,RFn,1,308,TA,TA,P,0.0,4.653960350157523,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2007,WD,Normal,12.04355959836804
85,RL,4.222444564849416,9.1248914101437,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,"(0.999, 5.0]","(5.0, 7.0]",1983,1983,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,6.617402977974478,LwQ,4.543294782270004,0,840,GasA,Gd,Y,SBrkr,6.785587645007929,0,No Feature,6.785587645007929,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1983.0,RFn,2,504,TA,Gd,Y,5.484796933490655,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,12,2007,WD,Normal,11.87757552297847
20,RL,4.26361840362358,9.127067452782361,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1975,1980,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,5.638354669333745,BLQ,6.198478716492308,167,938,GasA,TA,Y,SBrkr,6.844815479208263,0,No Feature,6.844815479208263,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1977.0,Unf,1,308,TA,TA,Y,4.983606621708336,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,7,2008,WD,Normal,11.777218637129327
20,RL,4.2626798770413155,8.980423936374544,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.19295685089021,BLQ,6.2285110035911835,465,1150,GasA,Ex,Y,FuseA,7.048386408721883,0,No Feature,7.048386408721883,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1959.0,RFn,1,300,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2006,WD,Normal,11.856522261533737
120,RL,4.127134385045092,8.943636705909594,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,"(7.0, 10.0]","(0.999, 5.0]",2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,6.023447592961033,Ex,TA,PConc,Ex,TA,No,GLQ,6.124683390894205,Unf,0.0,1296,1752,GasA,Ex,Y,SBrkr,7.469083884921234,0,No Feature,7.469083884921234,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Ex,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,5.2832037287379885,4.418840607796598,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,2,2010,WD,Normal,12.675766851909591
50,RL,3.8918202981106265,9.458995712459116,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,"(6.0, 7.0]","(0.999, 5.0]",2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,7.20934025660291,Unf,0.0,83,1434,GasA,Ex,Y,SBrkr,7.325807502595773,631,No Feature,7.673223121121708,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,5.1298987149230735,3.784189633918261,0.0,No Feature,5.293304824724492,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2009,WD,Abnorml,12.387089184491993
20,FV,4.442651256490317,9.314430080500564,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,3.2188758248682006,Unf,0.0,1632,1656,GasA,Ex,Y,SBrkr,7.4127640174265625,0,No Feature,7.4127640174265625,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2006.0,RFn,3,826,TA,TA,Y,0.0,4.990432586778736,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2007,WD,Normal,12.428019481065613
190,RM,3.5263605246161616,8.402231172946555,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,"(0.999, 5.0]","(0.999, 5.0]",1920,2008,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,736,736,GasA,Gd,Y,SBrkr,6.602587892189336,716,No Feature,7.2813856635702825,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 3.0]",TA,"(7.0, 8.0]",Typ,"(-0.001, 1.0]",NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0.0,0.0,4.634728988229636,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,6,2009,New,Partial,11.635151947212842
20,RL,4.204692619390966,8.954544488386723,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.638567789166521,Unf,0.0,192,955,GasA,Ex,Y,SBrkr,6.862757913051401,0,No Feature,6.862757913051401,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1966.0,Unf,1,386,TA,TA,Y,0.0,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,1,2007,WD,Normal,11.751950239425476
60,RL,4.5145158177199605,9.537483513308878,Pave,NoAlley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,"(5.0, 6.0]","(5.0, 7.0]",1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,5.209486152841421,Unf,0.0,612,794,GasA,Gd,Y,SBrkr,6.678342114654332,676,No Feature,7.293697720601438,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1997.0,Fin,2,388,TA,TA,Y,0.0,4.330733340286331,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2007,WD,Normal,12.083910661257521
50,RM,3.970291913552122,8.738895704934043,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,"(5.0, 6.0]","(5.0, 7.0]",1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816,816,GasA,TA,Y,SBrkr,6.705639094860003,0,Has Feature,7.0707241072602764,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Typ,"(-0.001, 1.0]",Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,4.727387818712341,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,Shed,Has Feature,9,2006,WD,Normal,11.648338835562747
90,RM,4.709530201312334,9.044639916198465,Grvl,NoAlley,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,"(0.999, 5.0]","(0.999, 5.0]",1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,4.653960350157523,GLQ,6.569481420414296,0,816,GasA,TA,N,SBrkr,6.705639094860003,0,No Feature,6.705639094860003,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,CarPort,1963.0,Unf,2,516,TA,TA,Y,4.672828834461906,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,5,2010,WD,Normal,11.608244735642321
20,RL,4.23410650459726,10.825203541055348,Pave,NoAlley,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,"(7.0, 10.0]","(0.999, 5.0]",1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,7.501634457883413,Unf,0.0,32,1842,GasA,Gd,Y,SBrkr,7.519149957669823,0,No Feature,7.519149957669823,"(1.0, 3.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",Gd,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,6.754604099487962,4.290459441148391,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,11,2006,WD,Normal,12.861001210669146
80,RL,4.110873864173311,8.872767529910936,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,"(0.999, 5.0]","(0.999, 5.0]",1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.953243334287785,Unf,0.0,0,384,GasA,TA,Y,SBrkr,7.215975002651466,0,No Feature,7.215975002651466,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(5.0, 6.0]",Min1,"(-0.001, 1.0]",TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0.0,3.9318256327243257,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,2,2007,WD,Normal,11.775297421715827
20,RL,4.61512051684126,9.227787285579904,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,"(5.0, 6.0]","(0.999, 5.0]",1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,5.60947179518496,TA,TA,CBlock,TA,TA,No,BLQ,6.19644412779452,Unf,0.0,935,1425,GasA,Gd,Y,SBrkr,7.262628600974241,0,No Feature,7.262628600974241,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",TA,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0.0,0.0,0.0,Has Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,7,2008,WD,Normal,12.103491596905931
160,FV,3.2188758248682006,7.880804344674901,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,"(7.0, 10.0]","(0.999, 5.0]",1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.124683390894205,Gd,TA,PConc,Gd,TA,No,GLQ,6.476972362889683,Unf,0.0,321,970,GasA,Ex,Y,SBrkr,6.891625897052253,756,No Feature,7.461640392208575,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,1999.0,Fin,2,480,TA,TA,Y,4.7535901911063645,0.0,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2009,WD,Abnorml,12.058158312538197
60,RL,4.499809670330265,9.362718052397065,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,"(6.0, 7.0]","(0.999, 5.0]",2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,860,860,GasA,Ex,Y,SBrkr,6.7580945044277305,860,No Feature,7.450660796211539,"(-0.001, 1.0]","(-0.001, 2.0]","(1.0, 2.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(6.0, 7.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Attchd,2004.0,RFn,2,565,TA,TA,Y,0.0,4.2626798770413155,0.0,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,8,2006,WD,Normal,12.188422799337028
60,RL,4.204692619390966,9.52390946537981,Pave,NoAlley,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,"(7.0, 10.0]","(0.999, 5.0]",2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.939253946041508,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1410,1410,GasA,Ex,Y,SBrkr,7.2633296174768365,1519,No Feature,7.988203597022576,"(-0.001, 1.0]","(-0.001, 2.0]","(2.0, 3.0]","(-0.001, 1.0]","(2.0, 3.0]","(-0.001, 1.0]",Gd,"(8.0, 14.0]",Typ,"(-0.001, 1.0]",Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,5.262690188904886,0.0,3.6375861597263857,No Feature,0.0,No Feature,NoPool,NoFence,NoFeature,No Feature,10,2006,New,Partial,12.991755706536901
20,RL,4.110873864173311,8.881975184248867,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,"(0.999, 5.0]","(5.0, 7.0]",1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,6.450470422144176,Unf,0.0,148,780,GasA,Ex,Y,SBrkr,6.660575149839686,0,No Feature,6.660575149839686,"(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 2.0]","(-0.001, 1.0]",TA,"(1.999, 5.0]",Typ,"(-0.001, 1.0]",NoFirePlace,Detchd,1973.0,Unf,1,352,TA,TA,Y,5.2832037287379885,0.0,0.0,No Feature,0.0,No Feature,NoPool,MnPrv,NoFeature,No Feature,1,2008,WD,Normal,11.735276702486741
