MSSubClass,MSZoning,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotalBsmtSF_1stFlrSF_PC,2ndFlrSF_GrLivArea_PC,LotArea_LotFrontage_PC
20,RL,NoAlley,IR1,Low,Inside,Veenker,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,GasA,Gd,Y,SBrkr,2,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,NoPool,NoFence,WD,Normal,385000,784.5707112011332,-346.9922944330184,1.5140324753954477
80,RL,NoAlley,Reg,Bnk,Inside,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,GasA,TA,Y,SBrkr,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,NoPool,MnPrv,WD,Normal,130000,-673.4292278446371,-346.9924478937399,-0.2624468338765489
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,GasA,Gd,Y,SBrkr,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,180500,367.5706328439378,-346.99242427867955,0.28954046951047374
160,FV,Pave,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,GasA,Ex,Y,SBrkr,1,2,1,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,NoPool,NoFence,WD,Abnorml,172500,-87.42950404639339,409.00757960685445,-1.5591253262248888
60,RL,NoAlley,IR1,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,NoPool,NoFence,WD,Normal,196500,-197.4295618701011,513.0075607259348,0.35347017956550353
60,RL,NoAlley,IR2,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,GasA,Ex,Y,SBrkr,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,NoPool,NoFence,New,Partial,438780,352.57063562596477,1172.0077483951961,0.3550650653853875
20,RL,NoAlley,Reg,Bnk,Inside,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,GasA,Ex,Y,SBrkr,0,1,0,2,1,TA,4,Typ,0,NoFirePlace,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,NoPool,MnPrv,WD,Normal,124900,-277.42960415251457,-346.99272902534636,-0.2543451481839796
20,RL,NoAlley,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,GasA,Ex,Y,SBrkr,1,1,1,3,1,Gd,5,Typ,0,NoFirePlace,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,NoPool,NoFence,New,Partial,158000,100.5705583778913,-346.9925292175118,0.2931697320460369
75,RM,NoAlley,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,GasA,TA,N,SBrkr,0,1,0,3,1,Fa,6,Typ,0,NoFirePlace,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,NoPool,NoFence,WD,Normal,101000,-527.4297302811618,183.00738193052808,-0.2543451481839796
120,RL,NoAlley,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,GasA,Ex,Y,SBrkr,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,NoPool,NoFence,WD,Normal,202500,312.57061940696417,-346.99244418816875,-0.4967676811808577
70,RM,NoAlley,IR1,Bnk,Inside,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,0,2,0,3,1,TA,9,Typ,0,NoFirePlace,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,NoPool,GdPrv,WD,Normal,140000,-481.4294898170715,461.0075644378075,-0.024408456774853704
60,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,GasA,Ex,Y,SBrkr,1,2,1,3,1,Gd,8,Typ,0,NoFirePlace,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,NoPool,GdPrv,WD,Normal,219500,-0.4294769857031042,630.0076305678936,0.1011573709139828
60,RL,NoAlley,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,GasA,Ex,Y,SBrkr,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,NoPool,NoFence,WD,Normal,317000,85.57055341610362,983.0076842227907,0.10861208869911643
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,GasA,TA,Y,SBrkr,1,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,NoPool,NoFence,WD,Normal,180000,889.5707964240098,-346.992202970339,0.7215175729306491
20,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,GasA,Ex,Y,SBrkr,1,2,0,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,NoPool,NoFence,WD,Normal,226000,395.5706493559553,-346.99240546463994,0.17664666972462229
30,RM,NoAlley,Reg,Lvl,Corner,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,GasA,TA,Y,SBrkr,0,1,0,2,1,TA,4,Typ,0,NoFirePlace,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,80000,-310.4296232555373,-346.9927508781826,-0.7608470979148692
50,RL,NoAlley,Reg,Lvl,Corner,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,GasW,TA,Y,SBrkr,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,NoPool,NoFence,WD,Normal,225000,246.57060207662812,636.0076891144106,0.5660943575002779
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,GasA,Ex,Y,SBrkr,1,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,NoPool,NoFence,WD,Normal,244000,1165.570756583852,-346.9921993156029,0.5239722535821869
20,RL,NoAlley,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,GasA,TA,Y,SBrkr,1,1,0,2,1,TA,4,Typ,0,NoFirePlace,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,129500,-212.42956939769124,-346.99268855928574,-0.14149875348648244
60,RL,NoAlley,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,GasA,Gd,Y,SBrkr,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,291,0,NoPool,NoFence,WD,Normal,185000,-225.42954126917164,486.00756359628366,0.14516524529711106
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,GasA,Gd,Y,SBrkr,1,1,0,3,1,TA,6,Typ,0,NoFirePlace,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,NoPool,GdWo,WD,Normal,144900,28.57053365427214,-346.9925616817703,0.21530247714402329
50,RM,NoAlley,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,GasA,Gd,N,SBrkr,0,2,0,3,2,TA,8,Typ,0,NoFirePlace,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,NoPool,NoFence,WD,Normal,107400,-217.42957194599046,418.0075378894731,-0.44608542216128555
180,RM,NoAlley,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,GasA,TA,Y,SBrkr,1,1,0,2,1,TA,5,Typ,0,NoFirePlace,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,NoPool,GdWo,WD,Normal,91000,-595.4297754603267,115.00733130705197,-2.0641437642995246
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,GasA,Ex,Y,FuseA,0,1,0,2,1,TA,4,Typ,0,NoFirePlace,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,135750,-105.42951923995656,-346.99262827565144,-0.05143161464235568
50,RM,NoAlley,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,GasA,TA,Y,SBrkr,1,1,0,2,1,TA,6,Min1,0,NoFirePlace,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,NoPool,MnPrv,WD,Normal,127000,-385.42940778859213,-133.99250387262498,-0.17953363916823406
90,RL,NoAlley,Reg,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,GasA,TA,N,SBrkr,0,2,0,4,2,TA,8,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,136500,710.5706998578949,-346.9923151763572,0.1859195102635418
50,RM,Grvl,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,GasA,Gd,Y,SBrkr,0,1,1,2,1,TA,5,Typ,0,NoFirePlace,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,NoPool,MnPrv,WD,Normal,110000,-617.4296256915953,201.00743108607463,0.07255048331360392
60,RL,NoAlley,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,GasA,TA,Y,SBrkr,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,252,0,NoPool,NoFence,WD,Normal,193500,-161.42938837462805,613.0076589206956,0.5051074865955645
120,RM,NoAlley,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,GasA,Ex,Y,SBrkr,1,2,0,2,1,TA,5,Typ,0,NoFirePlace,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,NoPool,NoFence,WD,Normal,153500,179.57062682396736,-346.99245652093015,-0.9597590336180044
20,RL,NoAlley,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,NoPool,NoFence,WD,Normal,245000,505.57066299534563,-346.9923775212673,0.17547691836556645
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,GasA,Gd,Y,SBrkr,0,1,1,3,1,TA,6,Typ,0,NoFirePlace,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,NoPool,NoFence,COD,Normal,126500,7.570525990828173,-346.99257155644847,0.06610068539775682
80,RL,NoAlley,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,GasA,Gd,Y,SBrkr,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,NoPool,NoFence,WD,Normal,168500,-673.4295240729994,323.0075069897235,-0.0049289668789853636
60,RL,NoAlley,Reg,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,GasA,Ex,Y,SBrkr,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,NoPool,NoFence,WD,Normal,260000,230.57060332403717,769.0077000487775,0.7807948498996566
60,RL,NoAlley,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,NoPool,NoFence,WD,Normal,174000,-373.4296628639113,529.0075092838454,0.5217768447085138
160,FV,Pave,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,GasA,Ex,Y,SBrkr,0,2,1,2,1,Gd,4,Typ,0,NoFirePlace,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,NoPool,NoFence,New,Partial,164500,-445.4297140540326,265.00742041394125,-0.9710668943005452
50,C (all),NoAlley,IR1,Lvl,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,GasA,TA,N,SBrkr,0,1,0,2,1,Fa,6,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,N,0,0,156,0,0,NoPool,MnPrv,ConLD,Abnorml,85000,-44.42949394665936,-346.99238964000466,0.15114421555989566
20,RL,NoAlley,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,GasA,Ex,Y,SBrkr,1,1,0,3,1,TA,5,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,0,0,0,0,0,NoPool,NoFence,WD,Normal,123600,-67.42950322978947,-346.99260848424905,-0.15398756947254277
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,GasA,TA,Y,FuseA,0,1,0,2,1,TA,4,Typ,0,NoFirePlace,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,0,0,0,NoPool,NoFence,WD,Normal,109900,-1057.4293179488363,-346.99258356884786,-0.2543451481839796
20,RL,NoAlley,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,GasA,TA,Y,SBrkr,0,1,0,2,1,TA,6,Typ,0,NoFirePlace,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,NoPool,GdWo,WD,Abnorml,98600,177.57058241137906,-346.9924966586796,0.054897551582504533
30,RL,Grvl,IR1,HLS,Inside,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,GasA,Ex,Y,SBrkr,1,1,0,2,1,TA,5,Typ,0,NoFirePlace,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,44,0,0,NoPool,NoFence,WD,Normal,163500,-181.4295000892214,-346.9926219417366,0.424280756157156
190,C (all),NoAlley,Reg,Lvl,Corner,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,GasW,Ex,N,SBrkr,0,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,99,0,NoPool,NoFence,WD,Normal,133900,156.5705970485642,684.0076838493592,-0.2543451481839796
60,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,GasA,Ex,Y,SBrkr,1,2,1,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,0,0,0,NoPool,NoFence,WD,Normal,204750,-233.42952740424494,534.0075770845397,0.039708346145861384
60,RL,NoAlley,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,GasA,Gd,Y,SBrkr,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,0,0,0,NoPool,NoFence,WD,Normal,185000,-377.42966553117026,443.0074902421538,0.09908107467257565
20,RL,NoAlley,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29,0,0,0,NoPool,NoFence,WD,Normal,214000,530.5706679633747,-346.99236949416036,0.18046260825368776
20,RL,NoAlley,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,GasA,TA,Y,FuseF,1,1,0,3,1,TA,6,Typ,0,NoFirePlace,Attchd,1965.0,Fin,1,432,TA,TA,P,120,0,0,0,0,NoPool,NoFence,WD,Normal,94750,-97.42951579718772,-346.99262404424746,0.2039809980327263
30,RL,NoAlley,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,GasA,Fa,N,SBrkr,0,1,0,2,1,TA,5,Typ,0,NoFirePlace,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,0,77,0,0,NoPool,NoFence,COD,Abnorml,83000,-599.4295145314618,-346.99269457812903,0.25121772640792983
20,RL,NoAlley,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,GasA,Fa,Y,SBrkr,1,1,1,3,1,TA,6,Typ,0,NoFirePlace,NoGarage,NoGarage,NoGarage,0,0,NoGarage,NoGarage,Y,352,0,0,0,0,NoPool,NoFence,WD,Normal,128950,-107.42937682605202,-346.9925007706336,0.08952650194664002
20,RL,NoAlley,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,GasA,Gd,Y,SBrkr,1,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68,0,0,0,NoPool,NoFence,WD,Normal,205000,552.5706722195773,-346.9923625340928,0.19231903670882744
60,RL,NoAlley,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,GasA,TA,Y,SBrkr,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46,0,0,0,NoPool,NoFence,WD,Normal,178000,-316.429471061413,408.0075776945045,0.07869875321794773
90,RL,NoAlley,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Fa,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,GasA,TA,Y,SBrkr,0,2,0,4,2,TA,8,Typ,0,NoFirePlace,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0,0,0,0,NoPool,NoFence,WD,Alloca,118964,-1057.4290985132889,-346.99238666539026,-0.2466888654731072
20,RL,NoAlley,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,GasA,Ex,Y,SBrkr,0,2,0,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36,0,0,0,NoPool,NoFence,WD,Normal,198900,168.5705797207629,-346.9925003579318,0.2798506589880212
50,RM,NoAlley,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,GasA,Ex,Y,FuseF,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,240,TA,TA,Y,0,0,0,184,0,NoPool,NoFence,WD,Normal,169500,-17.429390685617363,245.00762309188525,-0.09473890602933643
60,FV,NoAlley,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,GasA,Ex,Y,SBrkr,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,45,0,0,0,NoPool,NoFence,WD,Normal,250000,-4.429478486033304,592.0076248797702,0.08235998749327145
30,RM,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,GasA,Gd,Y,SBrkr,0,1,0,2,1,TA,6,Typ,0,NoFirePlace,Detchd,1954.0,Unf,1,273,Fa,Fa,N,0,0,0,0,0,NoPool,NoFence,WD,Normal,100000,-416.4294161549552,-346.99258017654097,0.1023771732687706
